detector_id,detector_name,severity,bioguide_id,member_name,party,state,district,quarter,description,amount,vendor_name,extra_json
E,Rare vendor,HIGH,H001091,Ashley Hinson,R,IA,,,"Paid PXI CORP $123,274 — vendor used by only 1 office(s) total",123274.0,PXI CORP,"{""vendor_total_across_all_offices"": 123274.0, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 16, ""quarters"": ""2024Q4, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,HIGH,H001068,Jared Huffman,D,CA,,,"Paid RAFAEL TOWN CENTER $121,200 — vendor used by only 1 office(s) total",121200.0,RAFAEL TOWN CENTER,"{""vendor_total_across_all_offices"": 121200.0, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 16, ""quarters"": ""2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,HIGH,K000402,Timothy M. Kennedy,D,NY,,,"Paid LCO BUILDING LLC $120,808 — vendor used by only 1 office(s) total",120808.03,LCO BUILDING LLC,"{""vendor_total_across_all_offices"": 120808.03, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 20, ""quarters"": ""2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,HIGH,M001223,Seth Magaziner,D,RI,,,"Paid 935 JEFFERSON LLC $120,000 — vendor used by only 1 office(s) total",120000.0,935 JEFFERSON LLC,"{""vendor_total_across_all_offices"": 120000.0, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 16, ""quarters"": ""2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,MEDIUM,C001087,"Eric A. ""Rick"" Crawford",R,AR,,,"Paid COLLIERS INTERNATIONAL $37,250 — vendor used by only 2 office(s) total",37250.0,COLLIERS INTERNATIONAL,"{""vendor_total_across_all_offices"": 119960.0, ""vendor_distinct_offices"": 2, ""vendor_transaction_count"": 22, ""quarters"": ""2024Q4, 2025Q3""}"
E,Rare vendor,MEDIUM,C001061,Emanuel Cleaver,D,MO,,,"Paid COLLIERS INTERNATIONAL $82,710 — vendor used by only 2 office(s) total",82710.0,COLLIERS INTERNATIONAL,"{""vendor_total_across_all_offices"": 119960.0, ""vendor_distinct_offices"": 2, ""vendor_transaction_count"": 22, ""quarters"": ""2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,MEDIUM,C001078,Gerald E. Connolly,D,VA,,,"Paid PUBLIC SERVICE ASSOCIATES $85,690 — vendor used by only 2 office(s) total",85689.65,PUBLIC SERVICE ASSOCIATES,"{""vendor_total_across_all_offices"": 119743.78, ""vendor_distinct_offices"": 2, ""vendor_transaction_count"": 3, ""quarters"": ""2025Q1""}"
E,Rare vendor,MEDIUM,W000831,James R. Walkinshaw,D,VA,,,"Paid PUBLIC SERVICE ASSOCIATES $34,054 — vendor used by only 2 office(s) total",34054.13,PUBLIC SERVICE ASSOCIATES,"{""vendor_total_across_all_offices"": 119743.78, ""vendor_distinct_offices"": 2, ""vendor_transaction_count"": 3, ""quarters"": ""2025Q4""}"
E,Rare vendor,MEDIUM,S001150,Adam B. Schiff,D,CA,,,"Paid 245 EAST OLIVE PARTNERS LTD $30,000 — vendor used by only 2 office(s) total",30000.0,245 EAST OLIVE PARTNERS LTD,"{""vendor_total_across_all_offices"": 117400.0, ""vendor_distinct_offices"": 2, ""vendor_transaction_count"": 14, ""quarters"": ""2024Q4""}"
E,Rare vendor,MEDIUM,F000483,Laura Friedman,D,CA,,,"Paid 245 EAST OLIVE PARTNERS LTD $87,400 — vendor used by only 2 office(s) total",87400.0,245 EAST OLIVE PARTNERS LTD,"{""vendor_total_across_all_offices"": 117400.0, ""vendor_distinct_offices"": 2, ""vendor_transaction_count"": 14, ""quarters"": ""2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,HIGH,D000230,Donald G. Davis,D,NC,,,"Paid ROCKY MOUNT MILL LLC $116,112 — vendor used by only 1 office(s) total",116112.5,ROCKY MOUNT MILL LLC,"{""vendor_total_across_all_offices"": 116112.5, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 12, ""quarters"": ""2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,HIGH,B001296,Brendan F. Boyle,D,PA,,,"Paid HEPPARD SCOTT H. $114,519 — vendor used by only 1 office(s) total",114519.14000000001,HEPPARD SCOTT H.,"{""vendor_total_across_all_offices"": 114519.14, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 339, ""quarters"": ""2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,HIGH,C001130,Jasmine Crockett,D,TX,,,"Paid 1825 MARKET CENTER LP $114,444 — vendor used by only 1 office(s) total",114444.0,1825 MARKET CENTER LP,"{""vendor_total_across_all_offices"": 114444.0, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 18, ""quarters"": ""2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,HIGH,S001183,David Schweikert,R,AZ,,,"Paid BH 14500 N NORTHSIGHT LLC $114,138 — vendor used by only 1 office(s) total",114137.91000000002,BH 14500 N NORTHSIGHT LLC,"{""vendor_total_across_all_offices"": 114137.91, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 15, ""quarters"": ""2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
E,Rare vendor,HIGH,G000589,Lance Gooden,R,TX,,,"Paid VISIBLE DIALOGUE LLC $113,631 — vendor used by only 1 office(s) total",113630.79,VISIBLE DIALOGUE LLC,"{""vendor_total_across_all_offices"": 113630.79, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 4, ""quarters"": ""2025Q1, 2025Q2, 2025Q3""}"
E,Rare vendor,HIGH,D000197,Diana DeGette,D,CO,,,"Paid COLORADO STATE BOARD OF LAND COMISSIONER $112,753 — vendor used by only 1 office(s) total",112753.23999999999,COLORADO STATE BOARD OF LAND COMISSIONER,"{""vendor_total_across_all_offices"": 112753.24, ""vendor_distinct_offices"": 1, ""vendor_transaction_count"": 16, ""quarters"": ""2024Q4, 2025Q1, 2025Q2, 2025Q3, 2025Q4""}"
F,Vendor concentration,HIGH,F000465,A. Drew Ferguson IV,R,GA,,2025Q4,"CDW GOVERNMENT LLC received 100.0% of non-personnel spend ($19,321 of $19,321)",19321.47,CDW GOVERNMENT LLC,"{""vendor_share"": ""100.00%"", ""office_non_personnel_total"": 19321.47}"
F,Vendor concentration,HIGH,M001156,Patrick T. McHenry,R,NC,,2025Q2,"GOVCONNECTION INC received 98.3% of non-personnel spend ($11,249 of $11,442)",11249.380000000001,GOVCONNECTION INC,"{""vendor_share"": ""98.32%"", ""office_non_personnel_total"": 11442.05}"
F,Vendor concentration,HIGH,S001168,John P. Sarbanes,D,MD,,2025Q1,"UNITED STATES POSTAL SERVICE received 96.9% of non-personnel spend ($81,393 of $84,003)",81392.59,UNITED STATES POSTAL SERVICE,"{""vendor_share"": ""96.89%"", ""office_non_personnel_total"": 84003.45}"
F,Vendor concentration,HIGH,P000599,Bill Posey,R,FL,,2025Q1,"UNITED STATES POSTAL SERVICE received 96.7% of non-personnel spend ($40,551 of $41,916)",40551.149999999994,UNITED STATES POSTAL SERVICE,"{""vendor_share"": ""96.74%"", ""office_non_personnel_total"": 41915.52}"
F,Vendor concentration,LOW,M001237,Kristen McDonald Rivet,D,MI,,2025Q4,"OLD TOWN MEDIA LLC received 83.0% of non-personnel spend ($240,165 of $289,354)",240164.88,OLD TOWN MEDIA LLC,"{""vendor_share"": ""83.00%"", ""office_non_personnel_total"": 289353.88}"
F,Vendor concentration,LOW,M001156,Patrick T. McHenry,R,NC,,2025Q1,"GOVCONNECTION INC received 79.2% of non-personnel spend ($10,496 of $13,245)",10495.8,GOVCONNECTION INC,"{""vendor_share"": ""79.24%"", ""office_non_personnel_total"": 13245.46}"
F,Vendor concentration,LOW,N000147,Eleanor Holmes Norton,D,DC,,2025Q3,"GSA PUBLIC BUILDING SERVICE received 79.0% of non-personnel spend ($59,973 of $75,871)",59972.52,GSA PUBLIC BUILDING SERVICE,"{""vendor_share"": ""79.05%"", ""office_non_personnel_total"": 75871.15}"
F,Vendor concentration,LOW,S001150,Adam B. Schiff,D,CA,,2025Q1,"DODGE-CHROME INC received 77.9% of non-personnel spend ($9,937 of $12,764)",9936.79,DODGE-CHROME INC,"{""vendor_share"": ""77.85%"", ""office_non_personnel_total"": 12763.94}"
F,Vendor concentration,LOW,G000583,Josh Gottheimer,D,NJ,,2025Q2,"PINPOINT DIGITAL LLC received 77.6% of non-personnel spend ($306,541 of $395,253)",306541.02,PINPOINT DIGITAL LLC,"{""vendor_share"": ""77.56%"", ""office_non_personnel_total"": 395253.0}"
F,Vendor concentration,LOW,K000401,Kevin Kiley,R,CA,,2024Q4,"POLLING AMERICA COMMUNICATIONS received 76.0% of non-personnel spend ($199,470 of $262,380)",199469.76,POLLING AMERICA COMMUNICATIONS,"{""vendor_share"": ""76.02%"", ""office_non_personnel_total"": 262379.89}"
F,Vendor concentration,LOW,W000829,Tony Wied,R,WI,,2025Q4,"ARTICLE I COMMUNCATIONS LLC received 74.7% of non-personnel spend ($113,850 of $152,327)",113850.0,ARTICLE I COMMUNCATIONS LLC,"{""vendor_share"": ""74.74%"", ""office_non_personnel_total"": 152326.87}"
F,Vendor concentration,LOW,T000488,Shri Thanedar,D,MI,,2024Q4,"400 MONROE LIMITED PARTNERSHIP received 73.3% of non-personnel spend ($20,240 of $27,620)",20240.0,400 MONROE LIMITED PARTNERSHIP,"{""vendor_share"": ""73.28%"", ""office_non_personnel_total"": 27620.46}"
F,Vendor concentration,LOW,M000687,Kweisi Mfume,D,MD,,2024Q4,"901 LLC received 72.9% of non-personnel spend ($25,952 of $35,622)",25951.68,901 LLC,"{""vendor_share"": ""72.85%"", ""office_non_personnel_total"": 35622.36}"
F,Vendor concentration,LOW,M001217,Jared Moskowitz,D,FL,,2025Q4,"VICTORY POLITICAL MAIL received 72.6% of non-personnel spend ($163,548 of $225,245)",163548.47,VICTORY POLITICAL MAIL,"{""vendor_share"": ""72.61%"", ""office_non_personnel_total"": 225245.43}"
F,Vendor concentration,LOW,B001301,Jack Bergman,R,MI,,2024Q4,"CITIBANK received 71.6% of non-personnel spend ($76,824 of $107,275)",76824.49,CITIBANK,"{""vendor_share"": ""71.61%"", ""office_non_personnel_total"": 107274.67}"
F,Vendor concentration,LOW,G000577,Garret Graves,R,LA,,2025Q1,"DRIVE PUBLIC AFFAIRS received 71.5% of non-personnel spend ($50,503 of $70,656)",50503.270000000004,DRIVE PUBLIC AFFAIRS,"{""vendor_share"": ""71.48%"", ""office_non_personnel_total"": 70655.91}"
F,Vendor concentration,LOW,D000216,Rosa L. DeLauro,D,CT,,2025Q4,"59 ELM STREET PARTNERS LLC received 71.3% of non-personnel spend ($16,500 of $23,152)",16500.0,59 ELM STREET PARTNERS LLC,"{""vendor_share"": ""71.27%"", ""office_non_personnel_total"": 23151.56}"
F,Vendor concentration,LOW,P000619,Mary Sattler Peltola,D,AK,,2025Q1,"CITIBANK received 71.2% of non-personnel spend ($7,470 of $10,487)",7470.02,CITIBANK,"{""vendor_share"": ""71.23%"", ""office_non_personnel_total"": 10487.43}"
F,Vendor concentration,LOW,B001275,Larry Bucshon,R,IN,,2025Q1,"BENJAMIN OFFICE SUPPLY & SERVICES INC received 71.2% of non-personnel spend ($31,915 of $44,828)",31914.87,BENJAMIN OFFICE SUPPLY & SERVICES INC,"{""vendor_share"": ""71.19%"", ""office_non_personnel_total"": 44828.02}"
F,Vendor concentration,LOW,V000136,Gabe Vasquez,D,NM,,2025Q4,"CONEXION PUBLIC ENGAGEMENT LLC received 70.3% of non-personnel spend ($196,438 of $279,415)",196437.5,CONEXION PUBLIC ENGAGEMENT LLC,"{""vendor_share"": ""70.30%"", ""office_non_personnel_total"": 279415.02}"
F,Vendor concentration,LOW,R000606,Jamie Raskin,D,MD,,2025Q3,"BSREP II OFFICE HOLDINGS LLC received 70.1% of non-personnel spend ($55,069 of $78,518)",55068.75,BSREP II OFFICE HOLDINGS LLC,"{""vendor_share"": ""70.14%"", ""office_non_personnel_total"": 78517.6}"
G,New expensive vendor,HIGH,,,,,,,"CITIBANK debuted 2024, paid $18,146,885 by 430 offices",18146885.34,CITIBANK,"{""debut_year"": 2024, ""distinct_offices"": 430, ""sample_offices"": ""Robert B. Aderholt, Pete Aguilar, Mark Alford, Colin Z. Allred, Mark E. Amodei""}"
G,New expensive vendor,HIGH,,,,,,,"UNITED STATES POSTAL SERVICE debuted 2024, paid $15,914,520 by 508 offices",15914520.4,UNITED STATES POSTAL SERVICE,"{""debut_year"": 2024, ""distinct_offices"": 508, ""sample_offices"": ""Alma S. Adams, Robert B. Aderholt, Pete Aguilar, Mark Alford, Rick W. Allen""}"
G,New expensive vendor,HIGH,,,,,,,"LEIDOS DIGITAL SOLUTIONS INC debuted 2024, paid $13,159,201 by 290 offices",13159201.41,LEIDOS DIGITAL SOLUTIONS INC,"{""debut_year"": 2024, ""distinct_offices"": 290, ""sample_offices"": ""Robert B. Aderholt, Pete Aguilar, Gabe Amo, Kelly Armstrong, Jodey C. Arrington""}"
G,New expensive vendor,HIGH,,,,,,,"AMPLIFY INC debuted 2024, paid $7,534,867 by 109 offices",7534866.68,AMPLIFY INC,"{""debut_year"": 2024, ""distinct_offices"": 109, ""sample_offices"": ""Robert B. Aderholt, Mark Alford, Jodey C. Arrington, Brian Babin, James R. Baird""}"
G,New expensive vendor,HIGH,,,,,,,"THE AEJ GROUP LLC debuted 2024, paid $6,398,142 by 151 offices",6398142.32,THE AEJ GROUP LLC,"{""debut_year"": 2024, ""distinct_offices"": 151, ""sample_offices"": ""Gabe Amo, Jake Auchincloss, Becca Balint, Donald S. Beyer, Jr., Sanford D. Bishop, Jr.""}"
G,New expensive vendor,HIGH,,,,,,,"FIRESIDE 21 LLC debuted 2024, paid $4,141,341 by 150 offices",4141340.54,FIRESIDE 21 LLC,"{""debut_year"": 2024, ""distinct_offices"": 150, ""sample_offices"": ""Alma S. Adams, Mark Alford, Don Bacon, James R. Baird, Troy Balderson""}"
G,New expensive vendor,HIGH,,,,,,,"CITIBANK GOV CARD SERVICE debuted 2024, paid $3,373,950 by 144 offices",3373949.87,CITIBANK GOV CARD SERVICE,"{""debut_year"": 2024, ""distinct_offices"": 144, ""sample_offices"": ""Alma S. Adams, Rick W. Allen, James R. Baird, Jim Banks, Cori Bush""}"
G,New expensive vendor,HIGH,,,,,,,"INDIGOVERN LLC debuted 2024, paid $3,055,777 by 122 offices",3055777.0,INDIGOVERN LLC,"{""debut_year"": 2024, ""distinct_offices"": 122, ""sample_offices"": ""Don Bacon, Nanette Diaz Barrag\u00e1n, Lisa Blunt Rochester, Yadira Caraveo, John R. Carter""}"
G,New expensive vendor,HIGH,,,,,,,"HOUSECALL LLC debuted 2024, paid $2,958,471 by 140 offices",2958470.94,HOUSECALL LLC,"{""debut_year"": 2024, ""distinct_offices"": 140, ""sample_offices"": ""Pete Aguilar, Don Bacon, Becca Balint, Jim Banks, Gus M. Bilirakis""}"
G,New expensive vendor,HIGH,,,,,,,"GSA PUBLIC BUILDING SERVICE debuted 2024, paid $2,646,526 by 41 offices",2646525.79,GSA PUBLIC BUILDING SERVICE,"{""debut_year"": 2024, ""distinct_offices"": 41, ""sample_offices"": ""Kelly Armstrong, Jim Banks, Earl Blumenauer, Tim Burchett, Greg Casar""}"
G,New expensive vendor,HIGH,,,,,,,"POLITICO LLC debuted 2024, paid $2,395,184 by 147 offices",2395183.6,POLITICO LLC,"{""debut_year"": 2024, ""distinct_offices"": 147, ""sample_offices"": ""Jodey C. Arrington, Jake Auchincloss, Andy Barr, Nanette Diaz Barrag\u00e1n, Ami Bera""}"
G,New expensive vendor,HIGH,,,,,,,"BGOV LLC debuted 2024, paid $2,138,143 by 213 offices",2138142.76,BGOV LLC,"{""debut_year"": 2024, ""distinct_offices"": 213, ""sample_offices"": ""Mark Alford, Mark E. Amodei, Jodey C. Arrington, Don Bacon, Troy Balderson""}"
G,New expensive vendor,HIGH,,,,,,,"THE FRANKING GROUP debuted 2024, paid $1,870,830 by 41 offices",1870829.75,THE FRANKING GROUP,"{""debut_year"": 2024, ""distinct_offices"": 41, ""sample_offices"": ""Andy Barr, Andrew S. Clyde, Monica De La Cruz, Scott Fitzgerald, Virginia Foxx""}"
G,New expensive vendor,HIGH,,,,,,,"CAPITOL FRANKING GROUP LLC debuted 2024, paid $1,697,769 by 21 offices",1697768.76,CAPITOL FRANKING GROUP LLC,"{""debut_year"": 2024, ""distinct_offices"": 21, ""sample_offices"": ""Mark Alford, Brian Babin, Eric Burlison, Earl L. \""Buddy\"" Carter, Warren Davidson""}"
G,New expensive vendor,HIGH,,,,,,,"VERIZON debuted 2024, paid $1,692,061 by 226 offices",1692060.66,VERIZON,"{""debut_year"": 2024, ""distinct_offices"": 226, ""sample_offices"": ""Pete Aguilar, Rick W. Allen, Mark E. Amodei, Kelly Armstrong, Becca Balint""}"
G,New expensive vendor,HIGH,,,,,,,"CDW GOVERNMENT LLC debuted 2024, paid $1,657,223 by 153 offices",1657222.61,CDW GOVERNMENT LLC,"{""debut_year"": 2024, ""distinct_offices"": 153, ""sample_offices"": ""Mark E. Amodei, Brendan F. Boyle, Matt Cartwright, Andrew S. Clyde, Tom Cole""}"
G,New expensive vendor,HIGH,,,,,,,"ACCURATE WORD LLC debuted 2024, paid $1,328,864 by 420 offices",1328863.83,ACCURATE WORD LLC,"{""debut_year"": 2024, ""distinct_offices"": 420, ""sample_offices"": ""Pete Aguilar, Mark Alford, Jodey C. Arrington, Jake Auchincloss, Brian Babin""}"
G,New expensive vendor,HIGH,,,,,,,"BENJAMIN OFFICE SUPPLY & SERVICES INC debuted 2024, paid $1,311,949 by 101 offices",1311948.9,BENJAMIN OFFICE SUPPLY & SERVICES INC,"{""debut_year"": 2024, ""distinct_offices"": 101, ""sample_offices"": ""Jodey C. Arrington, Ami Bera, Larry Bucshon, Sean Casten, Katherine M. Clark""}"
G,New expensive vendor,HIGH,,,,,,,"INDIGOV debuted 2024, paid $924,162 by 82 offices",924162.0,INDIGOV,"{""debut_year"": 2024, ""distinct_offices"": 82, ""sample_offices"": ""Eric A. \""Rick\"" Crawford, Donald G. Davis, Greg Landsman, Frank D. Lucas, Seth Magaziner""}"
G,New expensive vendor,HIGH,,,,,,,"CRITICAL MENTION INC debuted 2024, paid $906,390 by 120 offices",906390.37,CRITICAL MENTION INC,"{""debut_year"": 2024, ""distinct_offices"": 120, ""sample_offices"": ""Jodey C. Arrington, Joyce Beatty, Donald S. Beyer, Jr., Shontel M. Brown, Ken Calvert""}"
G,New expensive vendor,HIGH,,,,,,,"CITIBANK -VZWRLSS APOCC VISB debuted 2024, paid $808,048 by 101 offices",808047.65,CITIBANK -VZWRLSS APOCC VISB,"{""debut_year"": 2024, ""distinct_offices"": 101, ""sample_offices"": ""Brian Babin, Don Bacon, Sanford D. Bishop, Jr., Lisa Blunt Rochester, Lauren Boebert""}"
G,New expensive vendor,HIGH,,,,,,,"DRIVE PUBLIC AFFAIRS debuted 2024, paid $721,171 by 11 offices",721170.72,DRIVE PUBLIC AFFAIRS,"{""debut_year"": 2024, ""distinct_offices"": 11, ""sample_offices"": ""Vince Fong, Garret Graves, Erin Houchin, Robert E. Latta, Dan Newhouse""}"
G,New expensive vendor,HIGH,,,,,,,"ARTICLE I COMMUNCATIONS LLC debuted 2024, paid $675,616 by 12 offices",675615.68,ARTICLE I COMMUNCATIONS LLC,"{""debut_year"": 2024, ""distinct_offices"": 12, ""sample_offices"": ""Tom Emmer, John James, Nicholas A. Langworthy, Robert J. Wittman, Jennifer A. Kiggans""}"
G,New expensive vendor,HIGH,,,,,,,"BERMAN DATABASE SYSTEMS debuted 2024, paid $671,500 by 96 offices",671500.0,BERMAN DATABASE SYSTEMS,"{""debut_year"": 2024, ""distinct_offices"": 96, ""sample_offices"": ""Nanette Diaz Barrag\u00e1n, Stephanie I. Bice, Ed Case, Sheila Cherfilus-McCormick, Ben Cline""}"
G,New expensive vendor,HIGH,,,,,,,"US CAPITOL HISTORICAL SOCIETY debuted 2024, paid $664,601 by 50 offices",664601.06,US CAPITOL HISTORICAL SOCIETY,"{""debut_year"": 2024, ""distinct_offices"": 50, ""sample_offices"": ""Alma S. Adams, Ken Calvert, Andr\u00e9 Carson, Jim Costa, Scott DesJarlais""}"
G,New expensive vendor,HIGH,,,,,,,"FRONT PORCH STRATEGIES debuted 2024, paid $663,236 by 12 offices",663236.23,FRONT PORCH STRATEGIES,"{""debut_year"": 2024, ""distinct_offices"": 12, ""sample_offices"": ""Mike Carey, Robert E. Latta, Dan Newhouse, Randy Feenstra, Laurel M. Lee""}"
G,New expensive vendor,MEDIUM,,,,,,,"TVEYES INC debuted 2024, paid $495,537 by 178 offices",495537.0,TVEYES INC,"{""debut_year"": 2024, ""distinct_offices"": 178, ""sample_offices"": ""Robert B. Aderholt, Rick W. Allen, Mark E. Amodei, Jake Auchincloss, Nanette Diaz Barrag\u00e1n""}"
G,New expensive vendor,MEDIUM,,,,,,,"GOVCONNECTION INC debuted 2024, paid $473,403 by 40 offices",473403.32,GOVCONNECTION INC,"{""debut_year"": 2024, ""distinct_offices"": 40, ""sample_offices"": ""Alma S. Adams, Suzanne Bonamici, Joaquin Castro, Mike Flood, Virginia Foxx""}"
G,New expensive vendor,MEDIUM,,,,,,,"ZAMS KELLY L. debuted 2024, paid $468,436 by 20 offices",468435.61,ZAMS KELLY L.,"{""debut_year"": 2024, ""distinct_offices"": 20, ""sample_offices"": ""Stephanie I. Bice, Christopher R. Deluzio, Byron Donalds, Valerie P. Foushee, Carlos A. Gimenez""}"
G,New expensive vendor,MEDIUM,,,,,,,"PUNCHBOWL NEWS debuted 2024, paid $456,802 by 79 offices",456801.5,PUNCHBOWL NEWS,"{""debut_year"": 2024, ""distinct_offices"": 79, ""sample_offices"": ""Greg Casar, Jim Costa, Eric A. \""Rick\"" Crawford, Jason Crow, Dwight Evans""}"
G,New expensive vendor,MEDIUM,,,,,,,"DEPT OF HOMELAND SECURITY debuted 2024, paid $443,942 by 40 offices",443941.92,DEPT OF HOMELAND SECURITY,"{""debut_year"": 2024, ""distinct_offices"": 40, ""sample_offices"": ""Kelly Armstrong, Jim Banks, Earl Blumenauer, Tim Burchett, Greg Casar""}"
G,New expensive vendor,MEDIUM,,,,,,,"BSL GEM LASER EXPRESS debuted 2024, paid $419,177 by 135 offices",419176.88,BSL GEM LASER EXPRESS,"{""debut_year"": 2024, ""distinct_offices"": 135, ""sample_offices"": ""Kelly Armstrong, Dan Bishop, Tim Burchett, Mike Carey, Greg Casar""}"
G,New expensive vendor,MEDIUM,,,,,,,"THE PIVOT GROUP INC debuted 2024, paid $404,617 by 13 offices",404616.91000000003,THE PIVOT GROUP INC,"{""debut_year"": 2024, ""distinct_offices"": 13, ""sample_offices"": ""Lizzie Fletcher, Sara Jacobs, John P. Sarbanes, Ami Bera, Valerie P. Foushee""}"
G,New expensive vendor,MEDIUM,,,,,,,"ELIAS LAW GROUP LLP debuted 2024, paid $392,770 by 50 offices",392770.15,ELIAS LAW GROUP LLP,"{""debut_year"": 2024, ""distinct_offices"": 50, ""sample_offices"": ""Jake Auchincloss, Sheila Cherfilus-McCormick, Jared F. Golden, Josh Gottheimer, Val T. Hoyle""}"
G,New expensive vendor,MEDIUM,,,,,,,"FERLAND JOHN O. debuted 2024, paid $368,388 by 18 offices",368388.22000000003,FERLAND JOHN O.,"{""debut_year"": 2024, ""distinct_offices"": 18, ""sample_offices"": ""Dan Bishop, Josh Brecheen, Mike Collins, Russell Fry, Matt Gaetz""}"
G,New expensive vendor,MEDIUM,,,,,,,"LAMAR COMPANIES debuted 2024, paid $364,369 by 10 offices",364369.16,LAMAR COMPANIES,"{""debut_year"": 2024, ""distinct_offices"": 10, ""sample_offices"": ""Monica De La Cruz, Julia Letlow, Roger Williams, Pat Fallon, Nathaniel Moran""}"
G,New expensive vendor,MEDIUM,,,,,,,"PUBLIC INTEREST COMMUNICATIONS LLC debuted 2024, paid $362,352 by 4 offices",362352.0,PUBLIC INTEREST COMMUNICATIONS LLC,"{""debut_year"": 2024, ""distinct_offices"": 4, ""sample_offices"": ""Susie Lee, Joseph D. Morelle, Christopher R. Deluzio, Seth Magaziner""}"
G,New expensive vendor,MEDIUM,,,,,,,"CREATIVE FRANKING debuted 2024, paid $359,290 by 7 offices",359289.72,CREATIVE FRANKING,"{""debut_year"": 2024, ""distinct_offices"": 7, ""sample_offices"": ""Ben Cline, W. Gregory Steube, Jerry L. Carl, Mariannette Miller-Meeks, Rick W. Allen""}"
G,New expensive vendor,MEDIUM,,,,,,,"CQ ROLL CALL INC debuted 2024, paid $354,396 by 35 offices",354396.01,CQ ROLL CALL INC,"{""debut_year"": 2024, ""distinct_offices"": 35, ""sample_offices"": ""Ami Bera, Julia Brownley, Ken Calvert, Joe Courtney, Jeff Jackson""}"
G,New expensive vendor,MEDIUM,,,,,,,"SHARP ELECTRONICS CORPORATIION debuted 2024, paid $350,696 by 88 offices",350696.28,SHARP ELECTRONICS CORPORATIION,"{""debut_year"": 2024, ""distinct_offices"": 88, ""sample_offices"": ""Gus M. Bilirakis, Nikki Budzinski, Andr\u00e9 Carson, Michael Cloud, Jeff Duncan""}"
G,New expensive vendor,MEDIUM,,,,,,,"HACKETT SECURITY INC debuted 2024, paid $349,205 by 44 offices",349205.33,HACKETT SECURITY INC,"{""debut_year"": 2024, ""distinct_offices"": 44, ""sample_offices"": ""Emanuel Cleaver, Suzan K. DelBene, Vince Fong, Wesley Hunt, Morgan McGarvey""}"
G,New expensive vendor,MEDIUM,,,,,,,"IMPACTOFFICE debuted 2024, paid $335,227 by 130 offices",335226.91,IMPACTOFFICE,"{""debut_year"": 2024, ""distinct_offices"": 130, ""sample_offices"": ""Rick W. Allen, Mark E. Amodei, Jodey C. Arrington, Jake Auchincloss, Becca Balint""}"
G,New expensive vendor,MEDIUM,,,,,,,"ART AND COPY PARTNERS LLC debuted 2025, paid $326,121 by 9 offices",326120.8,ART AND COPY PARTNERS LLC,"{""debut_year"": 2025, ""distinct_offices"": 9, ""sample_offices"": ""Aaron Bean, Nicholas J. Begich III, Mike Collins, Monica De La Cruz, Mario Diaz-Balart""}"
G,New expensive vendor,MEDIUM,,,,,,,"LEIDOS INC debuted 2024, paid $308,896 by 33 offices",308896.49,LEIDOS INC,"{""debut_year"": 2024, ""distinct_offices"": 33, ""sample_offices"": ""Michael Guest, Rick Larsen, John B. Larson, Stephen F. Lynch, Grace Meng""}"
G,New expensive vendor,MEDIUM,,,,,,,"TELEPHONE TOWNHALL MEETING INC debuted 2024, paid $305,865 by 23 offices",305865.02999999997,TELEPHONE TOWNHALL MEETING INC,"{""debut_year"": 2024, ""distinct_offices"": 23, ""sample_offices"": ""Anthony D\u2019Esposito, Sharice Davids, David P. Joyce, Greg Lopez, Norma J. Torres""}"
G,New expensive vendor,MEDIUM,,,,,,,"AT&T debuted 2024, paid $295,956 by 39 offices",295956.18,AT&T,"{""debut_year"": 2024, ""distinct_offices"": 39, ""sample_offices"": ""Rick W. Allen, John R. Carter, James E. Clyburn, Jim Costa, Scott DesJarlais""}"
G,New expensive vendor,MEDIUM,,,,,,,"VERIZON WIRELESS debuted 2024, paid $292,851 by 58 offices",292851.38,VERIZON WIRELESS,"{""debut_year"": 2024, ""distinct_offices"": 58, ""sample_offices"": ""Jake Auchincloss, Becca Balint, Nanette Diaz Barrag\u00e1n, Tim Burchett, Earl L. \""Buddy\"" Carter""}"
